"","Metric","Date","AvgC","AvgT","StdC","StdT","NC","NT"
"20402","SpellCorrectionSuggestionItemCTR",2016-08-02,0.076470518,0.075575991,0.255701946,0.25428122,24958,25242
"20403","SpellCorrectionSuggestionItemCTR",2016-08-03,0.069107106,0.06773155,0.243895997,0.242153919,26804,26669
"20404","SpellCorrectionSuggestionItemCTR",2016-08-04,0.071393887,0.070574902,0.248488086,0.247468073,27310,27211
"20405","SpellCorrectionSuggestionItemCTR",2016-08-05,0.076657405,0.076039223,0.256474303,0.255577533,24567,24475
"20406","SpellCorrectionSuggestionItemCTR",2016-08-06,0.076538873,0.082940968,0.256220203,0.264767441,16718,16816
"20407","SpellCorrectionSuggestionItemCTR",2016-08-07,0.081004502,0.078217988,0.263597094,0.25930742,18440,18361
"20408","SpellCorrectionSuggestionItemCTR",2016-08-08,0.129273977,0.135891568,0.325790079,0.332385667,12708,12376
"20409","SpellCorrectionSuggestionItemCTR",2016-08-09,0.134582691,0.133822512,0.33212674,0.331080909,12100,12117
"20410","SpellCorrectionSuggestionItemCTR",2016-08-10,0.138376582,0.132346974,0.335193819,0.328488175,12051,12036
"20411","SpellCorrectionSuggestionItemCTR",2016-08-11,0.128683243,0.131119865,0.324813135,0.32820425,11921,12100
"20412","SpellCorrectionSuggestionItemCTR",2016-08-12,0.130634924,0.132098585,0.326365327,0.328884838,11031,11252
"20413","SpellCorrectionSuggestionPageCTR_AllQueryEngagement",2016-07-30,0.000185891,0.000185474,0.007869315,0.00794696,1400023,1399150
"20414","SpellCorrectionSuggestionPageCTR_AllQueryEngagement",2016-07-31,0.000182645,0.00019346,0.007658087,0.008152699,1428657,1430855
"20415","SpellCorrectionSuggestionPageCTR_AllQueryEngagement",2016-08-01,0.000184254,0.000192326,0.007785938,0.007923754,2243454,2244708
"20416","SpellCorrectionSuggestionPageCTR_AllQueryEngagement",2016-08-02,0.000181331,0.000179662,0.007819299,0.007542349,2219949,2219621
"20417","SpellCorrectionSuggestionPageCTR_AllQueryEngagement",2016-08-03,0.000178493,0.000175672,0.007639901,0.007537552,2207500,2206242
"20418","SpellCorrectionSuggestionPageCTR_AllQueryEngagement",2016-08-04,0.000177216,0.000172777,0.00747937,0.007359108,2308661,2308457
"20419","SpellCorrectionSuggestionPageCTR_AllQueryEngagement",2016-08-05,0.000180282,0.00017357,0.007712006,0.007365058,2227604,2230947
"20420","SpellCorrectionSuggestionPageCTR_AllQueryEngagement",2016-08-06,0.000178469,0.000194513,0.007730221,0.008022091,1530784,1532726
"20421","SpellCorrectionSuggestionPageCTR_AllQueryEngagement",2016-08-07,0.00018576,0.000182038,0.007873221,0.007990349,1673942,1673667
"20422","SpellCorrectionSuggestionPageCTR_AllQueryEngagement",2016-08-08,0.000123446,0.000127176,0.006272234,0.006442434,2630029,2633732
"20423","SpellCorrectionSuggestionPageCTR_AllQueryEngagement",2016-08-09,0.000121207,0.000121319,0.006130519,0.006086398,2574308,2574273
"20424","SpellCorrectionSuggestionPageCTR_AllQueryEngagement",2016-08-10,0.000122687,0.000119047,0.006090194,0.005976912,2587576,2588170
"20425","SpellCorrectionSuggestionPageCTR_AllQueryEngagement",2016-08-11,0.000119013,0.000117328,0.006115805,0.005960035,2544461,2546650
"20426","SpellCorrectionSuggestionPageCTR_AllQueryEngagement",2016-08-12,0.00011918,0.000125061,0.006164639,0.006407485,2388602,2390056
"20427","SpellCorrectionSuggestionPageCov_AllQueryEngagement",2016-07-30,0.004190344,0.004149534,0.053452878,0.05296253,1400023,1399150
"20428","SpellCorrectionSuggestionPageCov_AllQueryEngagement",2016-07-31,0.004251928,0.004242423,0.053886327,0.053598843,1428657,1430855
"20429","SpellCorrectionSuggestionPageCov_AllQueryEngagement",2016-08-01,0.004332348,0.004336933,0.054331588,0.05422175,2243454,2244708
"20430","SpellCorrectionSuggestionPageCov_AllQueryEngagement",2016-08-02,0.004163386,0.004260381,0.052972778,0.053822744,2219949,2219621
"20431","SpellCorrectionSuggestionPageCov_AllQueryEngagement",2016-08-03,0.004399436,0.004330951,0.054417249,0.053798972,2207500,2206242
"20432","SpellCorrectionSuggestionPageCov_AllQueryEngagement",2016-08-04,0.004307745,0.004278906,0.053760802,0.053578461,2308661,2308457
"20433","SpellCorrectionSuggestionPageCov_AllQueryEngagement",2016-08-05,0.004132677,0.004100635,0.052938658,0.052791587,2227604,2230947
"20434","SpellCorrectionSuggestionPageCov_AllQueryEngagement",2016-08-06,0.00406408,0.004073282,0.052505696,0.052524872,1530784,1532726
"20435","SpellCorrectionSuggestionPageCov_AllQueryEngagement",2016-08-07,0.004040815,0.00404392,0.052057653,0.052230057,1673942,1673667
"20436","SpellCorrectionSuggestionPageCov_AllQueryEngagement",2016-08-08,0.00160088,0.001528946,0.032320221,0.031381278,2630029,2633732
"20437","SpellCorrectionSuggestionPageCov_AllQueryEngagement",2016-08-09,0.001500963,0.001488,0.031066163,0.030790603,2574308,2574273
"20438","SpellCorrectionSuggestionPageCov_AllQueryEngagement",2016-08-10,0.001534962,0.001528431,0.031529479,0.03148862,2587576,2588170
"20439","SpellCorrectionSuggestionPageCov_AllQueryEngagement",2016-08-11,0.001522402,0.001566157,0.03123305,0.031903461,2544461,2546650
"20440","SpellCorrectionSuggestionPageCov_AllQueryEngagement",2016-08-12,0.001562713,0.001582518,0.032044471,0.032234152,2388602,2390056
"20441","SpellerAlterationAutoCorrectionItemCTR",2016-07-30,0.089655172,0.06681351,0.285884336,0.249145555,725,681
"20442","SpellerAlterationAutoCorrectionItemCTR",2016-07-31,0.075129534,0.081282051,0.263007181,0.272144679,579,650
"20443","SpellerAlterationAutoCorrectionItemCTR",2016-08-01,0.104453871,0.10434322,0.304707046,0.304564416,943,944
"20444","SpellerAlterationAutoCorrectionItemCTR",2016-08-02,0.109736759,0.107806691,0.310843407,0.309529912,1051,1076
"20445","SpellerAlterationAutoCorrectionItemCTR",2016-08-03,0.097209721,0.1,0.294852765,0.299366028,1111,1080
"20446","SpellerAlterationAutoCorrectionItemCTR",2016-08-04,0.096656977,0.090489709,0.294981814,0.28667441,1376,1409
"20447","SpellerAlterationAutoCorrectionItemCTR",2016-08-05,0.093528369,0.083922261,0.290919597,0.27659574,1128,1132
"20448","SpellerAlterationAutoCorrectionItemCTR",2016-08-06,0.084459459,0.085365854,0.276434098,0.277177946,740,738
"20449","SpellerAlterationAutoCorrectionItemCTR",2016-08-07,0.098360656,0.075471698,0.298005299,0.263049656,732,742
"20450","SpellerAlterationAutoCorrectionItemCTR",2016-08-08,0.095857027,0.102773246,0.293823783,0.303786406,1231,1226
"20451","SpellerAlterationAutoCorrectionItemCTR",2016-08-09,0.105736301,0.101708706,0.306585204,0.301713904,1168,1229
"20452","SpellerAlterationAutoCorrectionItemCTR",2016-08-10,0.107204861,0.098245614,0.309156808,0.296299227,1152,1140
"20453","SpellerAlterationAutoCorrectionItemCTR",2016-08-11,0.103625171,0.115609044,0.303471571,0.31958683,1462,1371
"20454","SpellerAlterationAutoCorrectionItemCTR",2016-08-12,0.107397504,0.109941028,0.309395833,0.311936096,1122,1187
"20455","SpellerAlterationAutoCorrectionPageCTR_AllQueryEngagement",2016-07-30,6.99e-06,4.44e-06,0.001357509,0.000975277,1400023,1399150
"20456","SpellerAlterationAutoCorrectionPageCTR_AllQueryEngagement",2016-07-31,5.22e-06,4.69e-06,0.00124158,0.00118196,1428657,1430855
"20457","SpellerAlterationAutoCorrectionPageCTR_AllQueryEngagement",2016-08-01,6.18e-06,4.9e-06,0.001371679,0.001038388,2243454,2244708
"20458","SpellerAlterationAutoCorrectionPageCTR_AllQueryEngagement",2016-08-02,6.22e-06,6.68e-06,0.001177559,0.001377025,2219949,2219621
"20459","SpellerAlterationAutoCorrectionPageCTR_AllQueryEngagement",2016-08-03,5.55e-06,6.98e-06,0.001075411,0.001353757,2207500,2206242
"20460","SpellerAlterationAutoCorrectionPageCTR_AllQueryEngagement",2016-08-04,7.76e-06,6.75e-06,0.00138466,0.001320831,2308661,2308457
"20461","SpellerAlterationAutoCorrectionPageCTR_AllQueryEngagement",2016-08-05,5.66e-06,5.72e-06,0.001130918,0.001242727,2227604,2230947
"20462","SpellerAlterationAutoCorrectionPageCTR_AllQueryEngagement",2016-08-06,6.29e-06,5.86e-06,0.001433827,0.001255815,1530784,1532726
"20463","SpellerAlterationAutoCorrectionPageCTR_AllQueryEngagement",2016-08-07,5.75e-06,4.64e-06,0.001191098,0.001104778,1673942,1673667
"20464","SpellerAlterationAutoCorrectionPageCTR_AllQueryEngagement",2016-08-08,5.74e-06,6.41e-06,0.001165549,0.001280689,2630029,2633732
"20465","SpellerAlterationAutoCorrectionPageCTR_AllQueryEngagement",2016-08-09,5.99e-06,6.51e-06,0.001161837,0.001299795,2574308,2574273
"20466","SpellerAlterationAutoCorrectionPageCTR_AllQueryEngagement",2016-08-10,6.45e-06,5.49e-06,0.001466193,0.001160438,2587576,2588170
"20467","SpellerAlterationAutoCorrectionPageCTR_AllQueryEngagement",2016-08-11,7.81e-06,8.46e-06,0.001346345,0.001502046,2544461,2546650
"20468","SpellerAlterationAutoCorrectionPageCTR_AllQueryEngagement",2016-08-12,7.18e-06,8.14e-06,0.001489676,0.001547837,2388602,2390056
"20469","SpellerAlterationAutoCorrectionPageCov_AllQueryEngagement",2016-07-30,0.000170526,0.000172469,0.011113292,0.011486227,1400023,1399150
"20470","SpellerAlterationAutoCorrectionPageCov_AllQueryEngagement",2016-07-31,0.00012931,0.000131209,0.009677181,0.009597531,1428657,1430855
"20471","SpellerAlterationAutoCorrectionPageCov_AllQueryEngagement",2016-08-01,0.000111807,0.000102166,0.008577776,0.008020333,2243454,2244708
"20472","SpellerAlterationAutoCorrectionPageCov_AllQueryEngagement",2016-08-02,0.000112305,0.000110295,0.00825848,0.008058407,2219949,2219621
"20473","SpellerAlterationAutoCorrectionPageCov_AllQueryEngagement",2016-08-03,0.000147242,0.000144817,0.010130093,0.01001872,2207500,2206242
"20474","SpellerAlterationAutoCorrectionPageCov_AllQueryEngagement",2016-08-04,0.000173624,0.000169699,0.011027766,0.010685788,2308661,2308457
"20475","SpellerAlterationAutoCorrectionPageCov_AllQueryEngagement",2016-08-05,0.000143974,0.000145863,0.009842362,0.010005084,2227604,2230947
"20476","SpellerAlterationAutoCorrectionPageCov_AllQueryEngagement",2016-08-06,0.000146289,0.000145159,0.010133609,0.010136867,1530784,1532726
"20477","SpellerAlterationAutoCorrectionPageCov_AllQueryEngagement",2016-08-07,0.000117865,0.000124248,0.008769451,0.009198296,1673942,1673667
"20478","SpellerAlterationAutoCorrectionPageCov_AllQueryEngagement",2016-08-08,0.000117931,0.000116166,0.008704766,0.008419215,2630029,2633732
"20479","SpellerAlterationAutoCorrectionPageCov_AllQueryEngagement",2016-08-09,0.000108925,0.000124475,0.008177662,0.008883422,2574308,2574273
"20480","SpellerAlterationAutoCorrectionPageCov_AllQueryEngagement",2016-08-10,0.000104486,0.000109944,0.007879149,0.008322701,2587576,2588170
"20481","SpellerAlterationAutoCorrectionPageCov_AllQueryEngagement",2016-08-11,0.00013915,0.000135721,0.009140446,0.009081675,2544461,2546650
"20482","SpellerAlterationAutoCorrectionPageCov_AllQueryEngagement",2016-08-12,0.000119573,0.000123951,0.008583234,0.008641068,2388602,2390056
"20483","SpellerAlterationRecourseItemCTR",2016-07-30,0.008333333,0.011782032,0.090969129,0.107983281,720,679
"20484","SpellerAlterationRecourseItemCTR",2016-07-31,0.014731369,0.020123839,0.11876669,0.140532708,577,646
"20485","SpellerAlterationRecourseItemCTR",2016-08-01,0.011777302,0.010752688,0.107940129,0.103191656,934,930
"20486","SpellerAlterationRecourseItemCTR",2016-08-02,0.017208413,0.014044944,0.130109444,0.117731311,1046,1068
"20487","SpellerAlterationRecourseItemCTR",2016-08-03,0.014585232,0.01304753,0.119940056,0.113531073,1097,1073
"20488","SpellerAlterationRecourseItemCTR",2016-08-04,0.010989011,0.012428977,0.102516592,0.108398213,1365,1408
"20489","SpellerAlterationRecourseItemCTR",2016-08-05,0.010313901,0.008014248,0.099961349,0.089202606,1115,1123
"20490","SpellerAlterationRecourseItemCTR",2016-08-06,0.015027322,0.009536785,0.118902295,0.097255956,732,734
"20491","SpellerAlterationRecourseItemCTR",2016-08-07,0.012345679,0.011548913,0.110498924,0.105313489,729,736
"20492","SpellerAlterationRecourseItemCTR",2016-08-08,0.016393443,0.012682658,0.127035135,0.111122522,1220,1209
"20493","SpellerAlterationRecourseItemCTR",2016-08-09,0.010371651,0.007767784,0.101355605,0.086655469,1157,1223
"20494","SpellerAlterationRecourseItemCTR",2016-08-10,0.013111888,0.009777778,0.111865286,0.098441794,1144,1125
"20495","SpellerAlterationRecourseItemCTR",2016-08-11,0.010344828,0.009926471,0.101216983,0.098240566,1450,1360
"20496","SpellerAlterationRecourseItemCTR",2016-08-12,0.010762332,0.014054514,0.103228199,0.116857476,1115,1174
"20497","SpellerAlterationRecoursePageCTR_AllQueryEngagement",2016-07-30,1.15e-06,6.58e-07,0.000884774,0.000452258,1400023,1399150
"20498","SpellerAlterationRecoursePageCTR_AllQueryEngagement",2016-07-31,1.34e-06,1.2e-06,0.000917734,0.000560576,1428657,1430855
"20499","SpellerAlterationRecoursePageCTR_AllQueryEngagement",2016-08-01,6.62e-07,6.47e-07,0.000408189,0.000364758,2243454,2244708
"20500","SpellerAlterationRecoursePageCTR_AllQueryEngagement",2016-08-02,8.41e-07,9.18e-07,0.000354487,0.000544057,2219949,2219621
"20501","SpellerAlterationRecoursePageCTR_AllQueryEngagement",2016-08-03,7.38e-07,7.43e-07,0.000366967,0.000385675,2207500,2206242
"20502","SpellerAlterationRecoursePageCTR_AllQueryEngagement",2016-08-04,9.14e-07,6.99e-07,0.000471253,0.000269134,2308661,2308457
"20503","SpellerAlterationRecoursePageCTR_AllQueryEngagement",2016-08-05,7.05e-07,5.97e-07,0.000377062,0.000374562,2227604,2230947
"20504","SpellerAlterationRecoursePageCTR_AllQueryEngagement",2016-08-06,1.03e-06,4.28e-07,0.0005272,0.000211589,1530784,1532726
"20505","SpellerAlterationRecoursePageCTR_AllQueryEngagement",2016-08-07,5.26e-07,4.01e-07,0.000300407,0.000219064,1673942,1673667
"20506","SpellerAlterationRecoursePageCTR_AllQueryEngagement",2016-08-08,6.79e-07,8.1e-07,0.000349729,0.000410321,2630029,2633732
"20507","SpellerAlterationRecoursePageCTR_AllQueryEngagement",2016-08-09,5.75e-07,4.29e-07,0.000307413,0.000268716,2574308,2574273
"20508","SpellerAlterationRecoursePageCTR_AllQueryEngagement",2016-08-10,6.58e-07,4.01e-07,0.000376394,0.000260804,2587576,2588170
"20509","SpellerAlterationRecoursePageCTR_AllQueryEngagement",2016-08-11,9.67e-07,7.87e-07,0.000544107,0.00045434,2544461,2546650
"20510","SpellerAlterationRecoursePageCTR_AllQueryEngagement",2016-08-12,6.86e-07,8.8e-07,0.000412656,0.000419251,2388602,2390056
"20511","SpellerAlterationRecoursePageCov_AllQueryEngagement",2016-07-30,0.000169739,0.000172271,0.011097099,0.011484982,1400023,1399150
"20512","SpellerAlterationRecoursePageCov_AllQueryEngagement",2016-07-31,0.000129219,0.000130943,0.009676825,0.009595904,1428657,1430855
"20513","SpellerAlterationRecoursePageCov_AllQueryEngagement",2016-08-01,0.000111433,0.000100466,0.00857458,0.0079684,2243454,2244708
"20514","SpellerAlterationRecoursePageCov_AllQueryEngagement",2016-08-02,0.000111989,0.000109466,0.008255593,0.008022533,2219949,2219621
"20515","SpellerAlterationRecoursePageCov_AllQueryEngagement",2016-08-03,0.000146028,0.000144365,0.010108768,0.010013195,2207500,2206242
"20516","SpellerAlterationRecoursePageCov_AllQueryEngagement",2016-08-04,0.000172997,0.000169612,0.011019702,0.010684978,2308661,2308457
"20517","SpellerAlterationRecoursePageCov_AllQueryEngagement",2016-08-05,0.000142142,0.000144961,0.009782371,0.009979167,2227604,2230947
"20518","SpellerAlterationRecoursePageCov_AllQueryEngagement",2016-08-06,0.000144989,0.000144689,0.010093324,0.010130972,1530784,1532726
"20519","SpellerAlterationRecoursePageCov_AllQueryEngagement",2016-08-07,0.000117359,0.000123674,0.008757143,0.009188424,1673942,1673667
"20520","SpellerAlterationRecoursePageCov_AllQueryEngagement",2016-08-08,0.00011674,0.000115071,0.008653578,0.008389611,2630029,2633732
"20521","SpellerAlterationRecoursePageCov_AllQueryEngagement",2016-08-09,0.000108045,0.00012372,0.008147376,0.008854286,2574308,2574273
"20522","SpellerAlterationRecoursePageCov_AllQueryEngagement",2016-08-10,0.000104034,0.000108716,0.007874026,0.008284628,2587576,2588170
"20523","SpellerAlterationRecoursePageCov_AllQueryEngagement",2016-08-11,0.000138033,0.000135323,0.009095472,0.00907819,2544461,2546650
"20524","SpellerAlterationRecoursePageCov_AllQueryEngagement",2016-08-12,0.000118789,0.000122223,0.008553056,0.008575846,2388602,2390056
"20525","SpellerAlterationServicePageCov_AllQueryEngagement",2016-07-30,0.012055402,0.012155168,0.100340167,0.100809353,1400023,1399150
"20526","SpellerAlterationServicePageCov_AllQueryEngagement",2016-07-31,0.01031268,0.010392686,0.091730707,0.092133292,1428657,1430855
"20527","SpellerAlterationServicePageCov_AllQueryEngagement",2016-08-01,0.009378112,0.009432808,0.086626328,0.086842045,2243454,2244708
"20528","SpellerAlterationServicePageCov_AllQueryEngagement",2016-08-02,0.009672388,0.009714194,0.087850565,0.088053718,2219949,2219621
"20529","SpellerAlterationServicePageCov_AllQueryEngagement",2016-08-03,0.011883039,0.011827797,0.099205835,0.099047629,2207500,2206242
"20530","SpellerAlterationServicePageCov_AllQueryEngagement",2016-08-04,0.012027319,0.012021982,0.099422447,0.099379232,2308661,2308457
"20531","SpellerAlterationServicePageCov_AllQueryEngagement",2016-08-05,0.011196025,0.011253868,0.096030757,0.096344272,2227604,2230947
"20532","SpellerAlterationServicePageCov_AllQueryEngagement",2016-08-06,0.010568646,0.010688972,0.093321756,0.09397273,1530784,1532726
"20533","SpellerAlterationServicePageCov_AllQueryEngagement",2016-08-07,0.009568463,0.009838849,0.088289671,0.089615725,1673942,1673667
"20534","SpellerAlterationServicePageCov_AllQueryEngagement",2016-08-08,0.009639008,0.009631751,0.08777829,0.087475818,2630029,2633732
"20535","SpellerAlterationServicePageCov_AllQueryEngagement",2016-08-09,0.009731453,0.009794229,0.087917635,0.088354832,2574308,2574273
"20536","SpellerAlterationServicePageCov_AllQueryEngagement",2016-08-10,0.009639375,0.009736429,0.087694171,0.088075123,2587576,2588170
"20537","SpellerAlterationServicePageCov_AllQueryEngagement",2016-08-11,0.010119954,0.010059638,0.089045168,0.08870054,2544461,2546650
"20538","SpellerAlterationServicePageCov_AllQueryEngagement",2016-08-12,0.009196643,0.009121186,0.08479773,0.084310552,2388602,2390056
"20539","StableRateV2",2016-07-30,0.967140984,0.967419451,0.166212432,0.165417688,142479,143115
"20540","StableRateV2",2016-07-31,0.969378427,0.967885263,0.160741971,0.164845812,149266,149042
"20541","StableRateV2",2016-08-01,0.974498171,0.97474392,0.147187873,0.1465662,228569,229062
"20542","StableRateV2",2016-08-02,0.954032709,0.954377467,0.196645659,0.195805423,227920,227817
"20543","StableRateV2",2016-08-03,0.971475258,0.971524631,0.155677818,0.155850041,220894,220246
"20544","StableRateV2",2016-08-04,0.969391865,0.969785166,0.16138338,0.16044412,228216,228310
"20545","StableRateV2",2016-08-05,0.965096077,0.965080111,0.172053343,0.172221901,221548,223180
"20546","StableRateV2",2016-08-06,0.96630053,0.966213798,0.16819326,0.168484523,157834,157878
"20547","StableRateV2",2016-08-07,0.967823678,0.967635563,0.164221211,0.165318792,173599,173419
"20548","StableRateV2",2016-08-08,0.966739597,0.966623241,0.167756499,0.16788106,272220,272446
"20549","StableRateV2",2016-08-09,0.966956897,0.966856741,0.166892486,0.167079508,265040,264762
"20550","StableRateV2",2016-08-10,0.96426283,0.96500558,0.173989518,0.171922597,260248,261190
"20551","StableRateV2",2016-08-11,0.959023562,0.959493467,0.186203039,0.1849935,257098,257264
"20552","StableRateV2",2016-08-12,0.963977217,0.964141466,0.175260774,0.175196534,237511,238503
"20553","StableRateV3",2016-07-30,0.942655454,0.943437424,0.216545458,0.214935436,142479,143115
"20554","StableRateV3",2016-07-31,0.946914665,0.944960125,0.208744027,0.212804302,149266,149042
"20555","StableRateV3",2016-08-01,0.958030773,0.958401569,0.187174553,0.186254467,228569,229062
"20556","StableRateV3",2016-08-02,0.928733992,0.929911236,0.241822065,0.239697648,227920,227817
"20557","StableRateV3",2016-08-03,0.949616207,0.948858409,0.204735092,0.20642404,220894,220246
"20558","StableRateV3",2016-08-04,0.949137537,0.950011217,0.205766328,0.204055269,228216,228310
"20559","StableRateV3",2016-08-05,0.938545521,0.937852343,0.225481154,0.226728122,221548,223180
"20560","StableRateV3",2016-08-06,0.940935383,0.940678212,0.219930912,0.220417216,157834,157878
"20561","StableRateV3",2016-08-07,0.94477836,0.944988433,0.213008994,0.212994628,173599,173419
"20562","StableRateV3",2016-08-08,0.940984871,0.941002917,0.220745881,0.220367443,272220,272446
"20563","StableRateV3",2016-08-09,0.940714806,0.941830501,0.220689596,0.218810616,265040,264762
"20564","StableRateV3",2016-08-10,0.936417433,0.936922108,0.228711007,0.22769882,260248,261190
"20565","StableRateV3",2016-08-11,0.930744501,0.930821759,0.238488776,0.238159926,257098,257264
"20566","StableRateV3",2016-08-12,0.93576795,0.93621526,0.230330804,0.229962613,237511,238503
"20567","SuccessEffort_P1_P3",2016-07-30,4.729344909,4.732132321,2.20822021,2.212828268,1400023,1399152
"20568","SuccessEffort_P1_P3",2016-07-31,4.74637893,4.747876678,2.268201699,2.27947883,1428307,1430485
"20569","SuccessEffort_P1_P3",2016-08-01,4.670950692,4.673805261,2.244253942,2.069802897,2243091,2244317
"20570","SuccessEffort_P1_P3",2016-08-02,4.683918511,4.68374774,2.114367091,2.059600514,2219568,2219275
"20571","SuccessEffort_P1_P3",2016-08-03,4.676560632,4.674658052,2.048025938,2.155370538,2207154,2205895
"20572","SuccessEffort_P1_P3",2016-08-04,4.676022203,4.675415901,2.076618517,2.112820639,2308261,2308048
"20573","SuccessEffort_P1_P3",2016-08-05,4.684271296,4.685532103,2.111554531,2.089388101,2227233,2230524
"20574","SuccessEffort_P1_P3",2016-08-06,4.738316833,4.73916086,2.278045492,2.238194902,1530385,1532326
"20575","SuccessEffort_P1_P3",2016-08-07,4.734601591,4.73790492,2.327347979,2.280485611,1673561,1673281
"20576","SuccessEffort_P1_P3",2016-08-08,4.673415158,4.672639401,2.11654535,2.087965447,2629600,2633282
"20577","SuccessEffort_P1_P3",2016-08-09,4.667403367,4.670868045,2.015614234,2.094159443,2573905,2573831
"20578","SuccessEffort_P1_P3",2016-08-10,4.665026069,4.666213704,2.044952722,2.095095896,2587167,2587726
"20579","SuccessEffort_P1_P3",2016-08-11,4.656098632,4.656788212,1.998822403,2.028829467,2544033,2546224
"20580","SuccessEffort_P1_P3",2016-08-12,4.651214161,4.653203675,2.032607379,2.055955699,2388221,2389645
"20581","SuccessEffort_P3_P5",2016-07-30,8.295429946,8.297783181,2.575337164,2.578958146,1400023,1399152
"20582","SuccessEffort_P3_P5",2016-07-31,8.297552475,8.300845945,2.6410614,2.648453037,1428307,1430485
"20583","SuccessEffort_P3_P5",2016-08-01,8.266351712,8.268754074,2.568946551,2.418420762,2243091,2244317
"20584","SuccessEffort_P3_P5",2016-08-02,8.281196942,8.279963394,2.455146468,2.410332829,2219568,2219275
"20585","SuccessEffort_P3_P5",2016-08-03,8.279431044,8.277693558,2.395113287,2.486980346,2207154,2205895
"20586","SuccessEffort_P3_P5",2016-08-04,8.27733846,8.277324424,2.422318013,2.452489718,2308261,2308048
"20587","SuccessEffort_P3_P5",2016-08-05,8.287453264,8.28816,2.451483232,2.432324933,2227233,2230524
"20588","SuccessEffort_P3_P5",2016-08-06,8.304984166,8.305253498,2.633829824,2.601010723,1530385,1532326
"20589","SuccessEffort_P3_P5",2016-08-07,8.288026672,8.292261028,2.686169475,2.645681525,1673561,1673281
"20590","SuccessEffort_P3_P5",2016-08-08,8.268980204,8.268103583,2.454667145,2.430880644,2629600,2633282
"20591","SuccessEffort_P3_P5",2016-08-09,8.270029402,8.273512482,2.362142779,2.430006466,2573905,2573831
"20592","SuccessEffort_P3_P5",2016-08-10,8.268736748,8.270004041,2.387901196,2.430147699,2587167,2587726
"20593","SuccessEffort_P3_P5",2016-08-11,8.262666652,8.262362222,2.34522068,2.372223012,2544033,2546224
"20594","SuccessEffort_P3_P5",2016-08-12,8.256875165,8.258539752,2.379477885,2.398483517,2388221,2389645
"20595","SuccessEffort_P5_P10",2016-07-30,14.53607876,14.53767219,3.677998409,3.679872631,1400023,1399152
"20596","SuccessEffort_P5_P10",2016-07-31,14.51210618,14.51854216,3.758125467,3.758808351,1428307,1430485
"20597","SuccessEffort_P5_P10",2016-08-01,14.5583035,14.5599145,3.568830231,3.463288434,2243091,2244317
"20598","SuccessEffort_P5_P10",2016-08-02,14.5764342,14.57334079,3.484724925,3.457885625,2219568,2219275
"20599","SuccessEffort_P5_P10",2016-08-03,14.58445426,14.58300569,3.434610696,3.497522973,2207154,2205895
"20600","SuccessEffort_P5_P10",2016-08-04,14.57964191,14.58066434,3.459270347,3.47796798,2308261,2308048
"20601","SuccessEffort_P5_P10",2016-08-05,14.59302171,14.59275882,3.476366423,3.463020256,2227233,2230524
"20602","SuccessEffort_P5_P10",2016-08-06,14.546652,14.54591562,3.714789302,3.694702904,1530385,1532326
"20603","SuccessEffort_P5_P10",2016-08-07,14.50652056,14.51238422,3.778665165,3.749834043,1673561,1673281
"20604","SuccessEffort_P5_P10",2016-08-08,14.56121903,14.5601659,3.481558202,3.465933236,2629600,2633282
"20605","SuccessEffort_P5_P10",2016-08-09,14.57462496,14.57814025,3.402002369,3.44969411,2573905,2573831
"20606","SuccessEffort_P5_P10",2016-08-10,14.57523044,14.57663713,3.419601278,3.447561224,2587167,2587726
"20607","SuccessEffort_P5_P10",2016-08-11,14.57416069,14.57211674,3.382793903,3.404651906,2544033,2546224
"20608","SuccessEffort_P5_P10",2016-08-12,14.56678192,14.56787789,3.417829145,3.428544247,2388221,2389645
"20609","SuccessPosition",2016-07-30,11.16795713,11.16056935,8.468888447,8.467005157,1686301,1685535
"20610","SuccessPosition",2016-07-31,11.24946373,11.2344858,8.44650907,8.450389587,1730898,1731642
"20611","SuccessPosition",2016-08-01,10.55215226,10.56160016,8.431647544,8.427778359,2616209,2618267
"20612","SuccessPosition",2016-08-02,10.58797876,10.59181822,8.432663492,8.433842083,2601215,2601808
"20613","SuccessPosition",2016-08-03,10.62130702,10.6228849,8.446900298,8.44220803,2579048,2577304
"20614","SuccessPosition",2016-08-04,10.62845756,10.62421247,8.449923513,8.448821875,2699308,2698319
"20615","SuccessPosition",2016-08-05,10.7028657,10.69284831,8.44720973,8.446568759,2606887,2609858
"20616","SuccessPosition",2016-08-06,11.26579543,11.27062929,8.458548787,8.455358589,1849581,1850491
"20617","SuccessPosition",2016-08-07,11.31350281,11.31049977,8.446846612,8.445950949,2031540,2031116
"20618","SuccessPosition",2016-08-08,10.58723555,10.5931911,8.429080614,8.425404469,3067179,3071534
"20619","SuccessPosition",2016-08-09,10.61899679,10.61254944,8.430750518,8.42695533,2999552,2999667
"20620","SuccessPosition",2016-08-10,10.63044079,10.63068153,8.439048331,8.435026494,3020886,3020433
"20621","SuccessPosition",2016-08-11,10.61911643,10.61654929,8.437624598,8.435837225,2967085,2969788
"20622","SuccessPosition",2016-08-12,10.6620048,10.6478487,8.45492386,8.45354666,2791656,2793814
"20623","SuccessfulClickTriggeredDSQUU",2016-07-30,1.645898923,1.648054772,2.548564741,2.547898168,1686301,1685535
